product_name,purchase_date,review,rating,units_sold,region,product_category,net_profit
Blender,2023-01-27,Excellent product!,3,184,North,Kitchen,6546.47
Smartwatch,2024-08-09,Stopped working too soon.,5,278,North,Wearables,15291.53
Air Purifier,2022-03-26,It's okay.,5,187,West,Home Goods,9767.62
Wireless Mouse,2020-07-26,It's okay.,5,261,South,Accessories,4906.13
Air Purifier,2023-02-28,"Loved it, will buy again.",4,30,East,Home Goods,1681.27
Wireless Mouse,2021-02-07,Not worth the price.,4,75,West,Accessories,1316.19
Electric Kettle,2020-05-31,Decent for the price.,5,140,West,Kitchen,4609.56
Air Purifier,2020-02-23,Nothing special but acceptable.,4,211,South,Home Goods,11709.16
Gaming Chair,2023-02-17,Quality could be better.,4,86,East,Furniture,4499.8
Robot Vacuum,2024-08-23,Not worth the price.,4,125,East,Home Goods,6715.47
4K Action Camera,2021-09-19,"Great quality, very satisfied!",2,278,East,Electronics,26915.54
Gaming Chair,2021-08-09,Amazing performance and value.,3,106,West,Furniture,9509.8
Wireless Mouse,2024-07-06,"Great quality, very satisfied!",1,143,South,Accessories,4082.26
Wireless Mouse,2023-12-14,Excellent product!,2,67,South,Accessories,1416.77
Electric Kettle,2023-12-16,Works fine.,2,96,East,Kitchen,3608.93
Wireless Mouse,2020-04-13,Works fine.,5,290,South,Accessories,3435.76
Robot Vacuum,2020-09-10,"Great quality, very satisfied!",1,68,North,Home Goods,2275.96
Robot Vacuum,2023-06-04,Works fine.,5,62,North,Home Goods,3027.82
Gaming Chair,2023-02-09,Nothing special but acceptable.,2,186,East,Furniture,11119.87
Wireless Mouse,2021-05-24,Quality could be better.,5,102,North,Accessories,2860.89
4K Action Camera,2024-02-05,"Loved it, will buy again.",5,183,East,Electronics,14656.11
Wireless Mouse,2020-04-08,Nothing special but acceptable.,4,196,North,Accessories,2824.63
Laptop Stand,2020-06-01,"Average product, does the job.",2,25,East,Accessories,383.82
Coffee Maker,2022-07-02,It's okay.,2,232,North,Kitchen,9273.77
Smartwatch,2022-05-27,Nothing special but acceptable.,4,81,North,Wearables,2201.62
Wireless Mouse,2020-12-03,"Loved it, will buy again.",4,25,South,Accessories,294.32
Gaming Chair,2024-09-25,Decent for the price.,2,155,West,Furniture,11598.87
Gaming Chair,2022-04-01,Excellent product!,5,76,North,Furniture,3269.1
Laptop Stand,2023-04-01,"Great quality, very satisfied!",2,109,South,Accessories,2089.2
Gaming Chair,2024-10-09,Decent for the price.,4,250,East,Furniture,14616.24
Coffee Maker,2022-08-14,Stopped working too soon.,1,82,East,Kitchen,3027.38
Gaming Chair,2024-08-31,Stopped working too soon.,4,239,East,Furniture,23268.44
Blender,2020-06-09,Bad experience overall.,3,271,North,Kitchen,13016.27
Electric Kettle,2024-05-22,Very disappointing.,3,188,North,Kitchen,9207.08
Wireless Mouse,2022-03-11,Stopped working too soon.,2,78,East,Accessories,1157.61
Gaming Chair,2021-02-01,Excellent product!,3,97,West,Furniture,8717.69
Robot Vacuum,2023-07-24,"Loved it, will buy again.",3,101,East,Home Goods,4145.72
Robot Vacuum,2022-03-26,Highly recommend this!,1,254,South,Home Goods,14976.03
Wireless Mouse,2024-03-07,Amazing performance and value.,5,277,South,Accessories,3700.33
Laptop Stand,2023-11-16,Quality could be better.,5,259,South,Accessories,7271.81
Electric Kettle,2023-03-04,Very disappointing.,5,162,East,Kitchen,4191.21
Coffee Maker,2023-05-03,"Great quality, very satisfied!",2,197,East,Kitchen,7913.65
Coffee Maker,2021-02-04,Works fine.,1,294,North,Kitchen,12357.01
Gaming Chair,2021-10-01,Amazing performance and value.,2,284,East,Furniture,16463.38
Robot Vacuum,2022-11-22,Very disappointing.,1,94,West,Home Goods,6014.64
Gaming Chair,2021-11-18,Very disappointing.,5,249,North,Furniture,23052.45
4K Action Camera,2021-04-04,Works fine.,1,23,South,Electronics,1544.29
Gaming Chair,2022-08-12,Stopped working too soon.,3,127,West,Furniture,7709.76
Gaming Chair,2021-04-14,Works fine.,5,121,West,Furniture,6474.38
Air Purifier,2023-10-30,Highly recommend this!,4,176,West,Home Goods,5778.02
Coffee Maker,2022-11-11,"Great quality, very satisfied!",1,268,West,Kitchen,7364.78
4K Action Camera,2022-01-19,Highly recommend this!,3,32,North,Electronics,3068.88
Air Purifier,2024-08-20,Very disappointing.,4,21,West,Home Goods,1282.47
Smartwatch,2020-02-07,Nothing special but acceptable.,4,140,West,Wearables,8189.01
4K Action Camera,2020-08-17,It's okay.,5,160,East,Electronics,13516.63
Smartwatch,2023-10-20,"Great quality, very satisfied!",3,227,East,Wearables,7201.5
Gaming Chair,2021-07-16,Works fine.,4,169,South,Furniture,9048.55
Wireless Mouse,2021-03-13,Stopped working too soon.,4,263,South,Accessories,2636.3
Robot Vacuum,2024-12-04,Not worth the price.,4,85,North,Home Goods,5849.56
Air Purifier,2023-07-30,Not worth the price.,5,45,South,Home Goods,2380.57
Wireless Mouse,2020-01-27,It's okay.,1,261,West,Accessories,2852.05
Laptop Stand,2020-08-13,It's okay.,5,110,East,Accessories,1696.88
Wireless Mouse,2023-07-24,Decent for the price.,5,197,South,Accessories,3070.85
Electric Kettle,2022-03-08,Decent for the price.,2,162,North,Kitchen,6261.64
Robot Vacuum,2024-06-20,"Average product, does the job.",1,75,South,Home Goods,3664.19
Blender,2020-10-10,Amazing performance and value.,2,60,East,Kitchen,2315.0
Blender,2022-05-28,Quality could be better.,1,20,West,Kitchen,621.62
Robot Vacuum,2022-08-17,"Average product, does the job.",5,234,West,Home Goods,14754.82
Gaming Chair,2024-02-13,Bad experience overall.,4,178,West,Furniture,16153.51
Air Purifier,2021-03-28,Decent for the price.,2,123,East,Home Goods,7107.07
Laptop Stand,2022-10-16,"Average product, does the job.",4,299,West,Accessories,8635.24
Robot Vacuum,2022-03-26,"Great quality, very satisfied!",5,78,South,Home Goods,2613.4
Gaming Chair,2021-10-20,Not worth the price.,1,109,West,Furniture,6474.2
4K Action Camera,2024-03-19,Amazing performance and value.,1,47,West,Electronics,3526.8
Electric Kettle,2021-06-30,Quality could be better.,3,96,East,Kitchen,2521.26
4K Action Camera,2023-04-30,Quality could be better.,1,17,West,Electronics,1987.45
Air Purifier,2022-12-08,Nothing special but acceptable.,1,182,West,Home Goods,9977.68
4K Action Camera,2024-03-15,Nothing special but acceptable.,5,183,North,Electronics,15475.62
Gaming Chair,2020-01-17,Highly recommend this!,1,241,North,Furniture,12887.46
Smartwatch,2023-04-10,Stopped working too soon.,5,39,North,Wearables,1635.13
Coffee Maker,2023-05-28,Decent for the price.,3,130,South,Kitchen,5920.6
Coffee Maker,2020-06-06,"Loved it, will buy again.",3,121,North,Kitchen,3566.59
4K Action Camera,2021-04-21,Amazing performance and value.,1,254,East,Electronics,13248.85
Electric Kettle,2022-12-05,Nothing special but acceptable.,2,237,East,Kitchen,9984.76
4K Action Camera,2023-10-28,Stopped working too soon.,2,55,West,Electronics,6290.21
4K Action Camera,2021-06-01,Nothing special but acceptable.,4,284,North,Electronics,14608.35
Gaming Chair,2020-04-08,It's okay.,4,114,North,Furniture,11379.11
Robot Vacuum,2024-11-03,Not worth the price.,3,176,East,Home Goods,11660.15
Blender,2022-11-26,Amazing performance and value.,5,296,South,Kitchen,12014.51
Robot Vacuum,2020-10-06,Nothing special but acceptable.,4,148,West,Home Goods,7741.85
Robot Vacuum,2023-10-04,Quality could be better.,4,140,East,Home Goods,4844.37
Wireless Mouse,2021-05-11,Quality could be better.,4,282,East,Accessories,3914.0
Robot Vacuum,2020-10-28,Not worth the price.,3,127,East,Home Goods,5131.36
Laptop Stand,2020-06-29,Quality could be better.,5,166,South,Accessories,4380.34
Laptop Stand,2021-08-29,It's okay.,5,49,South,Accessories,1381.45
Robot Vacuum,2023-01-27,Stopped working too soon.,3,17,East,Home Goods,671.9
Electric Kettle,2021-11-30,"Average product, does the job.",2,252,East,Kitchen,10950.91
Electric Kettle,2022-09-19,Not worth the price.,4,76,East,Kitchen,1626.01
4K Action Camera,2023-02-13,It's okay.,3,187,West,Electronics,12078.89
Laptop Stand,2020-07-09,Bad experience overall.,2,115,North,Accessories,1408.46
Laptop Stand,2020-09-09,Works fine.,2,270,North,Accessories,4718.34
Electric Kettle,2022-09-07,Bad experience overall.,2,216,East,Kitchen,10205.93
Electric Kettle,2022-07-16,Decent for the price.,2,289,East,Kitchen,7537.13
Wireless Mouse,2023-03-30,Bad experience overall.,4,284,West,Accessories,3062.6
Wireless Mouse,2023-07-03,"Average product, does the job.",2,164,West,Accessories,4719.13
Laptop Stand,2023-09-08,Amazing performance and value.,3,97,East,Accessories,2577.66
Coffee Maker,2020-05-07,Nothing special but acceptable.,5,255,East,Kitchen,9854.01
Electric Kettle,2020-01-18,Very disappointing.,5,179,South,Kitchen,3784.06
Robot Vacuum,2024-12-21,Decent for the price.,2,295,East,Home Goods,18490.55
Coffee Maker,2024-10-24,Not worth the price.,2,280,West,Kitchen,6667.4
Gaming Chair,2021-07-19,Quality could be better.,1,208,West,Furniture,14786.35
Air Purifier,2021-07-23,It's okay.,2,162,East,Home Goods,5115.66
Laptop Stand,2023-09-08,Works fine.,3,195,West,Accessories,5528.14
Air Purifier,2021-11-16,It's okay.,5,251,South,Home Goods,8241.51
Blender,2024-12-20,Quality could be better.,1,272,North,Kitchen,7311.77
Smartwatch,2021-09-17,"Great quality, very satisfied!",2,144,East,Wearables,5632.42
Electric Kettle,2023-08-04,Amazing performance and value.,5,145,North,Kitchen,4101.17
Wireless Mouse,2022-05-03,Nothing special but acceptable.,4,227,North,Accessories,4427.91
Smartwatch,2024-08-13,Bad experience overall.,2,225,West,Wearables,13196.72
Air Purifier,2022-08-19,Highly recommend this!,5,60,North,Home Goods,2274.12
Electric Kettle,2024-07-20,Works fine.,5,133,North,Kitchen,4232.4
Gaming Chair,2020-06-03,Works fine.,4,128,West,Furniture,6884.18
Laptop Stand,2021-05-04,Nothing special but acceptable.,5,237,South,Accessories,6722.9
Coffee Maker,2023-11-10,Amazing performance and value.,3,197,South,Kitchen,9530.7
Smartwatch,2022-02-23,Decent for the price.,3,170,North,Wearables,8378.05
Gaming Chair,2023-02-01,Works fine.,4,224,North,Furniture,19793.71
Smartwatch,2023-11-17,Bad experience overall.,5,149,North,Wearables,5152.29
Coffee Maker,2020-09-02,Very disappointing.,4,216,North,Kitchen,6438.51
Smartwatch,2023-04-14,Quality could be better.,5,115,South,Wearables,4638.66
Laptop Stand,2022-11-28,Excellent product!,3,67,North,Accessories,1067.39
Coffee Maker,2024-02-09,Quality could be better.,1,180,East,Kitchen,4917.48
Coffee Maker,2024-09-01,Works fine.,3,194,West,Kitchen,4808.14
Wireless Mouse,2022-01-28,"Average product, does the job.",5,78,South,Accessories,2077.9
Laptop Stand,2021-06-21,It's okay.,3,286,East,Accessories,6526.22
Laptop Stand,2022-07-09,Excellent product!,5,57,West,Accessories,655.35
4K Action Camera,2021-02-11,Excellent product!,4,265,South,Electronics,19770.96
Coffee Maker,2021-06-08,Decent for the price.,2,141,South,Kitchen,5484.12
Laptop Stand,2022-04-07,Quality could be better.,1,41,North,Accessories,615.84
Smartwatch,2024-03-09,"Great quality, very satisfied!",5,140,North,Wearables,7980.44
Electric Kettle,2022-06-21,Stopped working too soon.,4,233,South,Kitchen,11620.46
Air Purifier,2020-02-05,Bad experience overall.,1,190,North,Home Goods,12875.41
Coffee Maker,2021-11-15,Stopped working too soon.,3,153,South,Kitchen,4577.84
Electric Kettle,2020-01-20,Excellent product!,4,240,West,Kitchen,7684.73
Robot Vacuum,2020-11-16,Not worth the price.,1,171,East,Home Goods,9160.04
Electric Kettle,2024-12-04,Excellent product!,5,127,East,Kitchen,5184.83
Laptop Stand,2021-05-26,Nothing special but acceptable.,1,171,West,Accessories,3299.12
4K Action Camera,2021-02-03,Excellent product!,2,116,East,Electronics,11100.11
Gaming Chair,2021-10-15,Works fine.,4,132,West,Furniture,5914.65
Air Purifier,2022-08-29,Very disappointing.,2,241,North,Home Goods,12740.74
Coffee Maker,2021-04-15,It's okay.,1,189,East,Kitchen,5048.87
Blender,2023-03-12,It's okay.,5,112,South,Kitchen,5413.1
Coffee Maker,2023-01-20,Works fine.,4,86,North,Kitchen,3983.54
Electric Kettle,2023-10-09,Not worth the price.,2,275,North,Kitchen,12082.68
Electric Kettle,2022-04-13,Quality could be better.,5,255,South,Kitchen,12011.74
Coffee Maker,2024-12-28,Quality could be better.,5,237,East,Kitchen,8712.06
Electric Kettle,2021-12-27,Quality could be better.,5,65,North,Kitchen,1489.22
Robot Vacuum,2022-05-03,Stopped working too soon.,4,152,West,Home Goods,10501.94
Gaming Chair,2020-02-20,Very disappointing.,5,92,South,Furniture,5650.19
Gaming Chair,2024-08-15,It's okay.,2,196,East,Furniture,10139.0
Gaming Chair,2024-09-17,"Great quality, very satisfied!",5,158,East,Furniture,8969.14
Wireless Mouse,2021-07-28,Excellent product!,5,132,West,Accessories,3053.9
4K Action Camera,2023-04-28,Nothing special but acceptable.,5,170,West,Electronics,20247.77
Electric Kettle,2023-02-22,It's okay.,2,285,North,Kitchen,10955.7
Wireless Mouse,2020-05-29,Works fine.,5,205,East,Accessories,4682.66
Gaming Chair,2020-11-09,"Average product, does the job.",1,91,West,Furniture,6188.41
Coffee Maker,2021-07-23,Very disappointing.,4,78,South,Kitchen,1791.94
Electric Kettle,2023-09-27,Amazing performance and value.,4,102,West,Kitchen,3366.76
Wireless Mouse,2020-10-31,"Average product, does the job.",3,187,South,Accessories,3724.61
Electric Kettle,2024-09-11,"Loved it, will buy again.",5,283,South,Kitchen,10149.14
Robot Vacuum,2021-11-12,It's okay.,3,285,South,Home Goods,14427.11
Robot Vacuum,2022-04-17,Not worth the price.,2,247,North,Home Goods,12320.87
4K Action Camera,2024-12-11,Quality could be better.,1,238,South,Electronics,25471.47
Laptop Stand,2022-12-13,"Great quality, very satisfied!",1,38,West,Accessories,792.85
Blender,2022-09-29,Stopped working too soon.,1,66,North,Kitchen,2943.1
Gaming Chair,2021-03-19,Amazing performance and value.,5,230,North,Furniture,21550.53
Laptop Stand,2021-09-04,Amazing performance and value.,4,87,West,Accessories,2063.06
4K Action Camera,2022-09-19,Stopped working too soon.,4,215,South,Electronics,25231.39
Air Purifier,2020-09-20,Not worth the price.,2,138,South,Home Goods,5454.47
Laptop Stand,2022-12-12,Nothing special but acceptable.,2,223,North,Accessories,5429.71
Blender,2024-05-14,Quality could be better.,3,233,South,Kitchen,6586.94
Blender,2022-09-30,Quality could be better.,5,178,South,Kitchen,6056.91
Coffee Maker,2024-07-01,Nothing special but acceptable.,4,145,South,Kitchen,6268.16
Electric Kettle,2020-01-05,Very disappointing.,1,138,West,Kitchen,5219.6
Robot Vacuum,2023-01-31,Excellent product!,4,292,North,Home Goods,16363.93
Laptop Stand,2023-05-04,Stopped working too soon.,5,49,East,Accessories,1006.81
Wireless Mouse,2022-02-12,Highly recommend this!,1,152,North,Accessories,1750.73
Laptop Stand,2022-05-26,Amazing performance and value.,3,275,South,Accessories,6836.09
Blender,2022-09-18,Highly recommend this!,1,184,West,Kitchen,4619.11
Blender,2022-06-02,"Great quality, very satisfied!",4,120,East,Kitchen,5428.95
4K Action Camera,2023-10-05,"Loved it, will buy again.",5,285,East,Electronics,20418.2
Blender,2020-02-16,"Loved it, will buy again.",2,283,West,Kitchen,13658.15
Laptop Stand,2022-05-16,Decent for the price.,5,103,West,Accessories,1890.69
4K Action Camera,2022-04-02,Stopped working too soon.,3,26,South,Electronics,2055.02
Smartwatch,2022-07-24,It's okay.,1,103,South,Wearables,4607.33
4K Action Camera,2021-10-17,Quality could be better.,2,215,East,Electronics,25449.48
Gaming Chair,2020-09-25,Not worth the price.,2,93,West,Furniture,6113.81
Blender,2021-01-04,Highly recommend this!,1,186,South,Kitchen,8228.49
Coffee Maker,2021-09-27,Not worth the price.,5,209,South,Kitchen,7526.3
Electric Kettle,2023-02-03,Stopped working too soon.,1,227,South,Kitchen,4608.8
Wireless Mouse,2024-08-20,"Loved it, will buy again.",5,158,South,Accessories,4036.72
Gaming Chair,2024-08-09,"Average product, does the job.",2,289,East,Furniture,22180.25
Gaming Chair,2021-10-18,Bad experience overall.,5,90,North,Furniture,4212.04
Wireless Mouse,2020-04-29,Stopped working too soon.,1,299,North,Accessories,6446.27
Gaming Chair,2022-04-10,It's okay.,4,73,South,Furniture,6243.62
Electric Kettle,2024-12-15,Works fine.,3,115,South,Kitchen,3014.25
Gaming Chair,2024-06-15,Very disappointing.,5,84,North,Furniture,4389.09
Laptop Stand,2022-12-17,Excellent product!,5,243,South,Accessories,2622.49
Gaming Chair,2023-10-01,Amazing performance and value.,3,277,South,Furniture,20442.71
Wireless Mouse,2022-01-10,Decent for the price.,5,104,North,Accessories,1412.1
Laptop Stand,2024-02-06,It's okay.,3,227,North,Accessories,3527.94
Smartwatch,2020-04-26,"Great quality, very satisfied!",5,203,South,Wearables,7175.17
Wireless Mouse,2022-03-01,Excellent product!,5,277,North,Accessories,4004.99
Laptop Stand,2023-02-24,Bad experience overall.,4,183,East,Accessories,5085.13
Electric Kettle,2023-11-17,Excellent product!,3,234,South,Kitchen,8064.17
Gaming Chair,2022-10-09,Nothing special but acceptable.,2,289,West,Furniture,16989.88
Gaming Chair,2024-07-22,Excellent product!,2,50,West,Furniture,2073.33
Blender,2022-12-17,It's okay.,1,79,West,Kitchen,1720.21
Gaming Chair,2021-09-25,Excellent product!,3,41,North,Furniture,2079.64
Laptop Stand,2021-05-27,Excellent product!,5,64,West,Accessories,1840.68
Smartwatch,2024-11-09,Highly recommend this!,2,143,East,Wearables,5077.37
4K Action Camera,2022-03-12,Bad experience overall.,1,28,West,Electronics,1791.3
Gaming Chair,2023-01-24,Highly recommend this!,4,38,West,Furniture,2705.92
Smartwatch,2024-07-19,Excellent product!,1,240,West,Wearables,7615.42
Electric Kettle,2023-02-15,Works fine.,5,48,South,Kitchen,2330.01
Laptop Stand,2021-07-13,"Loved it, will buy again.",1,260,West,Accessories,3541.35
Wireless Mouse,2024-06-12,"Loved it, will buy again.",2,96,North,Accessories,2846.48
Robot Vacuum,2021-05-02,Highly recommend this!,5,150,East,Home Goods,6254.67
Electric Kettle,2023-06-14,Excellent product!,4,257,North,Kitchen,6557.85
Gaming Chair,2022-06-15,"Average product, does the job.",2,152,North,Furniture,12262.46
Blender,2023-07-19,Excellent product!,4,64,East,Kitchen,1659.74
Smartwatch,2023-04-27,"Loved it, will buy again.",5,292,West,Wearables,16569.5
Gaming Chair,2021-12-04,"Average product, does the job.",4,124,East,Furniture,10904.35
4K Action Camera,2024-01-10,Stopped working too soon.,1,104,South,Electronics,12308.6
